text1,text2,score
I am going to the gym,I love listening to music,0.35
I love listening to music,I am scared,0.08
I am watching a movie,The food tastes great,0.05
I am studying for exams,I am studying for exams,0.78
The weather is hot,It is sunny today,0.59
It is cloudy today,The weather is hot,0.79
I am happy,The movie was boring,0.4
I am coding a project,I am watching a movie,0.94
I am reading a book,The movie was boring,0.38
I am a bit upset,I am watching a movie,0.24
It is sunny today,I feel nervous,0.43
I am feeling great,I am feeling great,0.62
The food tastes great,I feel nervous,0.2
The weather is cold,I am cooking dinner,0.29
The computer is running,I am coding a project,0.23
I am cooking dinner,I am sad,0.13
I am studying for exams,I am studying for exams,0.97
I am studying for exams,I am tired,0.39
I am cleaning my room,I am a bit upset,0.33
It is humid today,It is cloudy today,0.87
The weather is cold,I am reading a book,0.41
I am a bit upset,The weather is cold,0.16
I am watching a movie,The food tastes great,0.49
It is windy today,I feel nervous,0.32
The bed is comfortable,I am sad,0.33
The movie was boring,I am happy,0.27
I am scared,The bed is comfortable,0.07
I am studying for exams,The computer is running,0.42
I am scared,I feel excited,0.57
The bed is comfortable,I am scared,0.42
I feel nervous,I am cleaning my room,0.46
I am feeling great,I am a bit upset,0.95
I am a bit upset,I am feeling great,0.54
The bed is comfortable,The computer is running,0.99
It is windy today,I am happy,0.44
The weather is cold,It is humid today,0.58
The weather is hot,The weather is hot,0.72
It is windy today,The weather is hot,0.57
The food tastes great,The movie was boring,0.51
I am coding a project,I am cleaning my room,0.62
The weather is cold,It might snow today,0.67
I am going to the gym,I am playing football,0.94
It is windy today,I feel excited,0.01
It is sunny today,I feel nervous,0.08
The computer is running,The movie was boring,0.57
It is cloudy today,I am a bit upset,0.44
I am happy,I feel excited,0.52
I feel excited,I am happy,0.74
The weather is cold,The movie was boring,0.0
I am scared,I feel excited,0.5
I am happy,It might snow today,0.09
I am studying for exams,I am cleaning my room,0.5
It is sunny today,It is windy today,0.57
I am sad,I feel excited,0.83
I am a bit upset,The computer is running,0.26
I am feeling great,I love listening to music,0.49
It is sunny today,It is windy today,0.96
I am cooking dinner,I am playing football,0.72
The weather is cold,The weather is cold,0.78
I am reading a book,It is cloudy today,0.47
I am a bit upset,I am going to the gym,0.19
It is cloudy today,The weather is hot,0.99
I am playing football,I am reading a book,0.64
It is humid today,I am scared,0.26
The food tastes great,I am learning something new,0.55
I am cleaning my room,I am watching a movie,0.5
I am happy,I am scared,0.82
I love listening to music,The movie was boring,0.71
It is windy today,It is sunny today,0.96
I am studying for exams,I am reading a book,0.83
I am feeling great,It is humid today,0.12
The weather is cold,I love listening to music,0.25
The movie was boring,I am a bit upset,0.13
It is raining today,The weather is cold,1.0
I feel nervous,I am feeling great,0.71
The movie was boring,The food tastes great,0.59
I am scared,I am cleaning my room,0.18
It is windy today,It is raining today,0.92
It is sunny today,It is windy today,0.93
I am playing football,It might snow today,0.19
It is raining today,The weather is cold,0.84
I love listening to music,I love listening to music,0.95
It is sunny today,It is cloudy today,0.98
I am sad,It is cloudy today,0.32
I am playing football,I am sad,0.42
The weather is hot,The movie was boring,0.29
The food tastes great,The bed is comfortable,0.52
The weather is cold,The food tastes great,0.24
The weather is cold,It is cloudy today,0.69
I am tired,I am feeling great,1.0
I am going to the gym,I am cooking dinner,0.86
I am a bit upset,The weather is cold,0.2
It is windy today,I feel excited,0.42
The computer is running,The bed is comfortable,0.81
I am reading a book,I am reading a book,0.75
The weather is hot,I am cooking dinner,0.5
I am happy,It is windy today,0.18
I am feeling great,I love listening to music,0.46
It is raining today,The weather is cold,0.93
It is humid today,I am sad,0.28
The food tastes great,The weather is cold,0.1
It is sunny today,The computer is running,0.4
The weather is cold,The weather is cold,0.53
The food tastes great,The movie was boring,0.65
It is raining today,The food tastes great,0.12
I am scared,It is sunny today,0.05
I am a bit upset,I am sad,0.91
The movie was boring,It is cloudy today,0.05
The movie was boring,I am learning something new,0.89
It is raining today,The weather is hot,0.97
The weather is hot,It is sunny today,0.81
It is windy today,The weather is hot,0.74
I feel excited,The movie was boring,0.48
I am coding a project,I love listening to music,0.37
It might snow today,It is cloudy today,0.82
I am going to the gym,I am watching a movie,0.84
It might snow today,It is windy today,0.54
The food tastes great,I am watching a movie,0.33
I am going to the gym,I am watching a movie,0.54
I feel nervous,The movie was boring,0.05
The movie was boring,The food tastes great,0.59
It is cloudy today,The movie was boring,0.5
It might snow today,It might snow today,0.52
I am sad,I am going to the gym,0.02
I am sad,It is windy today,0.06
The bed is comfortable,I love listening to music,0.58
I am happy,I am watching a movie,0.17
The weather is hot,I feel nervous,0.29
I am cleaning my room,I am playing football,0.82
The weather is cold,The weather is hot,0.61
I feel excited,I feel nervous,0.83
I am scared,I am scared,0.83
It might snow today,The computer is running,0.24
The food tastes great,I love listening to music,0.81
The food tastes great,The movie was boring,0.96
I am watching a movie,I am going to the gym,0.66
It is humid today,I love listening to music,0.26
The movie was boring,I am sad,0.48
I feel nervous,I am coding a project,0.02
I am playing football,It is humid today,0.02
It is windy today,The computer is running,0.04
I am playing football,I am studying for exams,0.52
I am sad,I am learning something new,0.18
I am watching a movie,I am coding a project,0.91
I am cooking dinner,It is humid today,0.02
I love listening to music,The bed is comfortable,0.99
The weather is hot,It is raining today,0.87
The food tastes great,I feel nervous,0.32
I am playing football,It is sunny today,0.2
I am sad,I feel excited,0.8
The food tastes great,I am coding a project,0.03
I am coding a project,I am cooking dinner,0.63
The bed is comfortable,I love listening to music,0.98
I am feeling great,I am sad,0.77
I am learning something new,I am a bit upset,0.29
The computer is running,I am cooking dinner,0.41
The bed is comfortable,I am reading a book,0.22
I feel nervous,I am happy,0.53
The computer is running,It is cloudy today,0.16
It is humid today,It is sunny today,0.55
The food tastes great,The movie was boring,0.62
I am watching a movie,It is cloudy today,0.13
I am feeling great,I am coding a project,0.06
I feel nervous,I feel nervous,0.69
The movie was boring,I am watching a movie,0.31
I am feeling great,I am going to the gym,0.37
The weather is hot,It is cloudy today,0.91
The movie was boring,I love listening to music,0.74
The weather is hot,The weather is hot,0.76
I am tired,I am sad,0.92
It is humid today,I love listening to music,0.37
The weather is hot,I love listening to music,0.48
The computer is running,The computer is running,0.5
It is humid today,I am learning something new,0.16
I am watching a movie,It is cloudy today,0.05
It is cloudy today,I am playing football,0.31
I am reading a book,I am sad,0.44
The computer is running,The food tastes great,0.82
The weather is cold,It is sunny today,0.83
I am cooking dinner,It might snow today,0.12
It is windy today,The movie was boring,0.4
I am sad,The bed is comfortable,0.27
I am watching a movie,I am watching a movie,0.83
I am cooking dinner,I am going to the gym,0.91
It is windy today,I am tired,0.07
The movie was boring,I love listening to music,0.85
The bed is comfortable,The food tastes great,0.81
I am learning something new,The food tastes great,0.6
I feel excited,I feel excited,0.94
It is windy today,It is windy today,0.84
I am feeling great,I am going to the gym,0.05
The bed is comfortable,I am sad,0.5
The computer is running,I am feeling great,0.32
The computer is running,It is sunny today,0.18
I am studying for exams,The movie was boring,0.5
I am reading a book,The weather is cold,0.35
I feel excited,It is cloudy today,0.08
I am playing football,It is humid today,0.05
The weather is cold,I feel nervous,0.03
I am sad,I feel excited,0.88
The computer is running,I feel excited,0.2
I am reading a book,I am watching a movie,0.98
I am coding a project,I am watching a movie,0.63
I am feeling great,I am cleaning my room,0.45
I am cleaning my room,I am studying for exams,0.57
I am watching a movie,It is windy today,0.38
I am scared,The bed is comfortable,0.16
I am feeling great,The computer is running,0.42
I am coding a project,I feel nervous,0.23
I am a bit upset,I am watching a movie,0.12
I am sad,The bed is comfortable,0.4
I am learning something new,The food tastes great,0.63
It is windy today,It is sunny today,0.96
It is cloudy today,I am scared,0.36
It is windy today,It is cloudy today,0.87
The movie was boring,I am learning something new,0.6
I feel excited,I am playing football,0.27
I am sad,I feel nervous,0.59
The movie was boring,The computer is running,0.7
I am coding a project,It is cloudy today,0.36
I am feeling great,I am tired,0.94
I am playing football,I am watching a movie,0.64
I am a bit upset,I am learning something new,0.38
I am going to the gym,I am happy,0.15
I am watching a movie,I am studying for exams,0.94
It is cloudy today,It is raining today,0.6
I am watching a movie,The movie was boring,0.16
I am a bit upset,I feel excited,0.93
I am playing football,I feel nervous,0.46
I am reading a book,The movie was boring,0.15
I am happy,I am happy,0.99
The bed is comfortable,The computer is running,0.66
I am a bit upset,I am scared,0.75
The movie was boring,I love listening to music,0.79
I am playing football,I am reading a book,0.92
I feel nervous,I love listening to music,0.49
